word	word_meaning	word_pinyin	sentence	sentence_pinyin	sentence_meaning
			话说，你听说玛丽辞职了吗？		By the way, did you hear that Mary quit her job?
			你能再向我解释一遍你为什么迟到了吗？		Could you please tell me again why you are late?
			你知道分辨好坏吗？		Do you know the difference between good and bad?
			除了钢琴以外，还会玩什么乐器吗？		Do you play any instrument other than the piano?
			你觉得你能少发点噪音吗？		Do you think you could make a little less noise?
			他不在这儿你不觉得这很奇怪吗？		Don't you think it's strange that he's not here?
			英語是一種全世界通用的語言。		English is a language spoken all over the world.
			尽管有金钱和名誉，他还是不幸福。		Even with all his wealth and fame, he's unhappy.
			他就算带了眼镜也看得不很清楚。		Even with his glasses, he doesn't see very well.
			除了汤姆以外任何人都知道他没必要这么做。		Everyone but Tom knew he didn't need to do that.
			鱼类例如鲤鱼和鳟鱼生活在淡水中。		Fish such as carp and trout live in fresh water.
			多行不义必自毙。		Give a thief enough rope and he'll hang himself.
			他打着见我的幌子来了我家。		He came to my house on the pretext of seeing me.
			他要求我马上付钱。		He demanded that I should pay the money at once.
			他还没来。他肯定错过公交车了。		He hasn't come yet. He must have missed the bus.
			他和他所有的同学相处融洽。		He is on goods terms with all of his classmates.
			他八岁时离开了他的父母。		He left his parents when he was eight years old.
			他给自己定下每天早上散步的规矩。		He makes it a rule to take a walk every morning.
			他说他累了，所以他想早点回家。		He said he was tired, so he would go home early.
			他强调都市生活的便利方面。		He stressed the convenient aspects of city life.
			他是那个职位最有希望的候选人。		He was the strongest candidate for the position.
			昨晚他希望他去了剧场。		He wishes he had gone to the theater last night.
			他是这里附近酒吧和酒馆的常客。		He's a regular at the bars and pubs around here.
			他的妈妈坐了一整夜，等她的儿子。		His mother sat up all night waiting for her son.
			你用了多少时间来翻译这本书？		How long did it take you to translate this book?
			游过这条河要多久？		How long would it take to swim across the river?
			我承认，我不是世界上最整洁的人。		I admit I'm not the tidiest person in the world.
			今天我太忙了，没法和你一起去。		I can't go with you today because I'm very busy.
			我禁不住想他会不会准时到。		I cannot help wondering if he will come on time.
			我能发誓这箱子里有东西。		I could swear there's something inside this box.
			尽管我并不是真的需要这样做，我还是做了。		I did that, even though I didn't really need to.
			我都没想过会在这里碰见你。		I didn't expect to see you at a place like this.
			他们说了什么，我并不注意。		I didn't pay attention to what they were saying.
			我不相信你。你总是说谎。		I don't believe you. You're always telling lies.
			我不介意你在我回到家之前先去睡觉。		I don't mind if you go to bed before I get home.
			我估计我无法及时赶到。		I don't think I'll be able to get there on time.
			我认为，要找到汤姆可不容易。		I don't think it's going to be easy to find Tom.
			我覺得在寒冷的早晨很難早起。		I find it hard to get up early on cold mornings.
			我觉得什么都不说是最好的。		I found it best to say nothing about the matter.
			我今天得把这本书还给图书馆。		I have to return this book to the library today.
			我住在海边所以经常去海滩。		I live near the sea, so I often go to the beach.
			当我无家可归的时候，我常在那张长椅上睡觉。		I often slept on that bench when I was homeless.
			因为我不是很饿，所以我决定晚点吃。		I wasn't very hungry, so I decided to eat later.
			我想知道汤姆计划去哪里上大学。		I wonder where Tom is planning to go to college.
			我很疑惑为什么天气变冷的时候我会觉得很孤单。		I wonder why I feel so lonely when it gets cold.
			我很冷。你介意把暖气打开吗？		I'm cold. Would you mind turning the heating on?
			我对人造语言不是很感兴趣。		I'm not very interested in artificial languages.
			我对昨天晚上发生的事情感到非常的抱歉。		I'm really sorry about what happened last night.
			很抱歉那个问题我不赞成你。		I'm sorry I don't agree with you on that matter.
			我找工作已经很久了。		I've been looking for a new job for a long time.
			我已经找了很久的工作。		I've been looking for a new job for a long time.
			这种药我吃了好多年了。		I've been taking this medication for many years.
			如果明天下雨，我们就坐车去那儿。		If it's raining tomorrow, we'll go there by car.
			不用说，健康是重要的。		It goes without saying that health is important.
			你必需马上去那儿。		It is necessary for you to go there immediately.
			据说这个区域埋着财宝。		It is said that treasure is buried in this area.
			您那样做的话，可就帮到我了。		It would be helpful if you could do that for me.
			日本在某些领域赶上了美国。		Japan has caught up with America in some fields.
			精通一種外語需要耐心。		Mastering a foreign language calls for patience.
			我的牙齿没有我希望的那样白。		My teeth aren't as white as I'd like them to be.
			紐約警察穿深藍色制服。		New York City policemen wear dark blue uniforms.
			我们近期内的情况应该会好转。		Our situation should improve in the near future.
			巴黎是世界上最大的城市之一。		Paris is one of the largest cities in the world.
			耐心有时候是最有效的武器。		Patience is sometimes the most effective weapon.
			从月球上看的话，地球看起来像个皮球。		Seen from the moon, the earth looks like a ball.
			她在从自行车上摔下来时伤到了脚。		She hurt her foot when she fell off her bicycle.
			她建议我取消会议。		She suggested to me that I call off the meeting.
			她试图说服他来参加会议。		She tried to persuade him to attend the meeting.
			她为自己的粗心感到羞耻。		She was ashamed of herself for her carelessness.
			请讲慢一点，让我们能听懂。		Speak more slowly so that we can understand you.
			给我说说你去过的一些地方。		Tell me about some of the places you've visited.
			多亏了你的推荐，汤姆得到了那份工作。		Thanks to your recommendation, Tom got that job.
			杰克森一家明天下午就要来看望我们。		The Jacksons are visiting us tomorrow afternoon.
			巴士会把你们带到市中心。		The bus will take you to the center of the city.
			开了半小时，车就坏了。		The car broke down after half an hour's driving.
			情况不允许我出国。		The circumstances did not allow me to go abroad.
			珊瑚礁是这个地区的主要景点。		The coral reef is the region's prime attraction.
			法庭对他的谋杀罪名作出了无罪判决。		The court acquitted him of the charge of murder.
			两国代表团在日内瓦会面。		The delegations of both countries met in Geneva.
			医生告诉她要静养。		The doctor told her that she should take a rest.
			探险家们在洞穴里发现了骸骨。		The explorers discovered a skeleton in the cave.
			国王明晚会亲自出现。		The king will appear in person tomorrow evening.
			他的大部分收入付了租金。		The majority of his income goes to pay his rent.
			你给他们的钱会用到好处。		The money you give them will be put to good use.
			这位母亲偶尔会重温她的儿子的信件。		The mother occasionally reread her son's letter.
			这名老妇艰难地爬上楼梯。		The old lady climbed the stairs with difficulty.
			火车因大雪被耽搁了。		The train was delayed because of heavy snowfall.
			气象学家说会有暴风雨。		The weatherman says there is a storm on the way.
			书架上放着很多字典。		There are a lot of dictionaries in the bookcase.
			我们班至少有三十个学生。		There are at least thirty students in our class.
			有很多美国人会说日语。		There are many Americans who can speak Japanese.
			门口有个男人想见你。		There is a man at the door who wants to see you.
			这些绿叶到秋天变成红色或黄色。		These green leaves turn red or yellow in autumn.
			这三个漂亮的女孩都是我的侄女。		These three pretty girls are all nieces of mine.
			这个水坝给我们提供水和电。		This dam supplies us with water and electricity.
			这吉他太贵了，我没法买下。		This guitar is so expensive that I can't buy it.
			这是一个你必须自己解决的问题。		This is a problem you have to solve by yourself.
			孩子在这条河里游泳太危险了。		This river is dangerous for children to swim in.
			这条毛巾蓬松又柔软，特别舒服。		This towel is so soft and fluffy. It feels good!
			汤姆和玛丽无时无刻不在辩论。		Tom and Mary argue with each other all the time.
			汤姆大约三年前开始学法语。		Tom began to learn French about three years ago.
			汤姆不喜欢妆化太浓的女人。		Tom doesn't like women who wear too much makeup.
			汤姆不知道玛丽为什么不去做。		Tom had no idea why Mary didn't want to do that.
			汤姆已经上通缉令三年了。		Tom has been on the wanted list for three years.
			汤姆不是这里唯一的好歌手。		Tom isn't the only one here who's a good singer.
			汤姆从他祖父那里学会了怎么做。		Tom learned how to do that from his grandfather.
			汤姆从来不应该尝试自己一个人做那些。		Tom never should've tried doing that by himself.
			汤姆打开百叶窗，向窗外望去。		Tom opened the blinds and looked out the window.
			汤姆说他没准备好，但玛丽说她准备好了。		Tom said he wasn't ready, but Mary said she was.
			汤姆的日语比日本人说得还要好。		Tom speaks Japanese better than the Japanese do.
			汤姆还是喝，但不像以前那么多了。		Tom still drinks, but not as much as he used to.
			汤姆建议我换我的门锁。		Tom suggested that I change the lock on my door.
			汤姆不会告诉玛丽他做那件事的真实原因。		Tom won't tell Mary the real reason he did that.
			自从他离开去法国，已经有两个月了。		Two months have passed since he left for France.
			我们曾经总在星期六傍晚去看电影。		We used to go to the movies on Saturday evening.
			我们想乘明天早上第一班公交车。		We want to be on the first bus tomorrow morning.
			我们到了就打电话跟您联系。		We'll contact you by phone as soon as we arrive.
			要是我死了，谁来照顾我的孩子们？		Were I to die, who would look after my children?
			当我还是个孩子的时候，我在这个泳池里游过泳。		When I was a child, I used to swim in that pond.
			他退休的时候，他儿子接手了他的生意。		When he retired, his son took over his business.
			你认为你会到哪儿度假？		Where do you suppose you'll spend your vacation?
			你读给我听的时候，我就可以做缝纫了。		While you are reading to me, I can do my sewing.
			为什么美国政府让人们持有枪械？		Why does the US government let people have guns?
			你不能喝海水，因为它太咸了。		You can't drink seawater because it's too salty.
			你不应该得到他们给你的薪水。		You don't deserve the salary they're paying you.
			如果你不想，那你便没有这个必要去告诉汤姆。		You don't have to tell Tom if you don't want to.
			你可以选择红茶，咖啡或牛奶。		You have a choice of black tea, coffee, or milk.
			你看上去就像是刚刚失去了自己最好的朋友似的。		You look like you've just lost your best friend.
			你的鉛筆差點戳到我的眼睛了。		You nearly poked me in the eye with your pencil.
			你看起来确信汤姆需要这样做		You seemed convinced that Tom needed to do that.
			你应该给你的孩子们树立好榜样。		You should set a good example for your children.
			你很快就会适应你的新学校。		You will soon get accustomed to your new school.
			你会很惊讶你在一周内能学到的东西。		You'd be surprised what you can learn in a week.
			若汤姆请求你的话，你是会做的，不是吗？		You'd do that if Tom asked you to, wouldn't you?
			你还没到可以拿驾驶执照的年龄。		You're not old enough to get a driver's license.
			“我明天再做。”“这话你昨天就说过了！”		"""I'll do it tomorrow."" ""You said that yesterday!"""
			一位医生告诉过我，吃鸡蛋对我的健康有害。		A doctor told me that eating eggs was bad for me.
			每年都有大量新书出版。		A great number of books are published every year.
			突然間她開始用尖銳的聲音大喊。		All at once she began to shout in a shrill voice.
			你打算参加汤姆和玛丽的婚礼吗？		Are you planning to be at Tom and Mary's wedding?
			你明天早上不来接我吗？		Aren't you coming to pick me up tomorrow morning?
			我一到伦敦就会给你留言的。		As soon as I get to London, I'll drop you a line.
			她一醒，我们就放音乐。		As soon as she wakes up, we'll turn on the music.
			金窝银窝不如自己的狗窝。		Be it ever so humble, there's no place like home.
			工作之前先收好思绪。		Collect your thoughts before you begin your work.
			你咳嗽、打喷嚏或打哈欠的时候要捂住你的嘴。		Cover your mouth when you cough, sneeze, or yawn.
			您有什么事想对我说吗？		Do you have something that you want to say to me?
			你对复合碳水化合物有什么了解吗？		Do you know anything about complex carbohydrates?
			别在意你父亲说的话。		Don't pay any attention to what your father says.
			父親缺錢，所以他必須去借點錢。		Father ran short of money and had to borrow some.
			总体上说，日本的气候温和。		Generally speaking, the climate of Japan is mild.
			他和他的姐妹们目前都住在东京。		He and his sisters are currently living in Tokyo.
			他买不起一辆汽车，更不要说一套房子了。		He cannot afford to buy a car, much less a house.
			他不知道如何用英语写信。		He doesn't know how to write a letter in English.
			他解释了句子的字面意思。		He explained the literal meaning of the sentence.
			他考试失败了，但他不太在意。		He failed the exam, but he doesn't care too much.
			他总是挑别人的毛病。		He is constantly finding fault with other people.
			他被视为村里最好的医生。		He is regarded as the best doctor in the village.
			他过去认识她，但他们现在不再是朋友了。		He once knew her, but they are no longer friends.
			他十年中第一次回家。		He returned home for the first time in ten years.
			他应该为自己对客人的粗鲁无礼而道歉。		He should apologize for being rude to the guests.
			他的急脾气迟早会惹祸上身。		His quick temper will get him in trouble one day.
			你想讓我在你的茶裡放多少蜂蜜？		How much honey do you want me to put in your tea?
			你在你的床下面藏了多少钱？		How much money do you have hidden under your bed?
			我承认这可能不是最好的方法。		I admit this may not be the best way of doing it.
			我对外籍员工没有偏见。		I don't have a prejudice against foreign workers.
			我没有一点退休的念头。		I don't have the slightest intention of retiring.
			我不认识符合条件的人。		I don't know anyone who matches that description.
			我不知道该说什么来安慰你。		I don't know what to say to make you feel better.
			我看这雨还会下一阵子。		I don't think this rain will let up anytime soon.
			我完全是在偶然的情况下发现了密室。		I found the secret compartment quite by accident.
			我需要写一封信。你有纸吗？		I have to write a letter. Do you have some paper?
			我要写一封信。你有纸吗？		I have to write a letter. Do you have some paper?
			我只是想要听听你的嗓音。		I just felt like hearing the sound of your voice.
			我想你。我需要见你。我能来吗？		I miss you. I need to see you. Could I come over?
			昨天，我收到一封用英语写的信。		I received a letter written in English yesterday.
			我昨晚跟他通电话了。		I talked to him on the telephone yesterday night.
			我告诉汤姆我愿意借给他一些钱。		I told Tom I'd be willing to loan him some money.
			我想要一艘船带我远离这里。		I want a boat that'll take me far away from here.
			我想在我父母来之前收拾干净屋子。		I want to clean the house before my parents come.
			我想让你明白为啥你必须这么做。		I want you to understand why you have to do this.
			我不确定该前进还是后退。		I was uncertain whether to advance or to retreat.
			我永远不会忘记那天我第一次与他见面。		I will never forget the day when I first met him.
			我会把所有有用的信息提供给您的。		I will provide you all the necessary information.
			我会把所有有用的信息给你的。		I will provide you all the necessary information.
			我想改善我的英语发音。		I would like to improve my English pronunciation.
			我不跟你要好了。		I'm going to stop trying to be friendly with you.
			我编译这个程序有些困难。		I'm having some problems compiling this software.
			我已经在这里工作几个小时了。		I've already been working here for several hours.
			如果可能的话，我想环游世界。		If possible, I'd like to travel around the world.
			要是你不还给他，他就会生气！		If you don't give it back to him, he'll be angry!
			在这种情况下，形容词放在名词前面。		In this case, the adjective goes before the noun.
			你真是自己造了这栋房子吗？		Is it true that you built this house by yourself?
			好像你们在这儿玩得不愉快啊。		It seems that you aren't having a good time here.
			人是唯一会使用火的动物。		Man is the only animal that can make use of fire.
			我弟弟没我两年前高。		My brother is not as tall as I was two years ago.
			我父亲经常在吃饭时读报纸。		My father often reads the newspaper during meals.
			我爸爸会在这周末回家。		My father will come home at the end of this week.
			我大学里的第一天相当没意思。		My first day in the university was rather boring.
			汤姆和玛丽都没有发现什么有价值的东西。		Neither Tom nor Mary has found anything valuable.
			海王星是太阳系第八个行星。		Neptune is the eighth planet of the solar system.
			从前有个美丽的公主。		Once upon a time, there was a beautiful princess.
			我们的数学老师在黑板上画了一个圆。		Our math teacher drew a circle on the blackboard.
			就像你们知道的那样，毅力是成功的关键。		Perseverance, as you know, is the key to success.
			请让我到火车站去接你的姐姐。		Please let me pick up your sister at the station.
			她问他他是不是这个学校的学生。		She asked him if he was a student at this school.
			她跟他到家，知道他住哪。		She followed him home to find out where he lived.
			有些人喜欢排球，其他人喜欢网球。		Some people like volleyball, others enjoy tennis.
			雪从明天开始下，一直持续一个星期。		Starting tomorrow, it's going to snow for a week.
			不要再假装一切都好了，不是这样的！		Stop pretending that everything's okay. It's not.
			离下课还有十分钟。		Ten minutes remained until the end of the lesson.
			那就是那台他用来写文章的电脑。		That's the computer he used to write the article.
			海滩是一个供孩子们玩乐的理想场所。		The beach is an ideal place for children to play.
			那家公司在广告上花了很多钱。		The company spends a lot of money on advertising.
			洪水涌到了窗户的高度。		The flood water reached the level of the windows.
			那房子因为其少有的形状被突显出来。		The house stood out because of its unusual shape.
			我昨天見到的男人根本是紳士。		The man I saw yesterday was a complete gentleman.
			这个可怜的年轻人最后成为了一个了不起的艺术家。		The poor young man finally became a great artist.
			这个穷小子最后成为了一个了不起的艺术家。		The poor young man finally became a great artist.
			公主向皇帝请求饶恕。		The princess begged forgiveness from the emperor.
			问题是我没什么要跟他说的。		The problem was that I had nothing to say to him.
			看到这笔钱使他被诱惑偷东西。		The sight of the money tempted him into stealing.
			天冷得足以让湖结冰。		The weather was so cold that the lake froze over.
			整个小区对这个消息很惊讶。		The whole neighborhood was surprised at the news.
			树上有些苹果，不是吗？		There are a few apples on the tree, aren't there?
			两者之间有显著的差别。		There are noticeable differences between the two.
			在我的部门里有七男四女。		There are seven men and four women in my section.
			他的失败看来有几个原因。		There seem to be several reasons for his failure.
			今年六月下雨天不多。		There were not many rainy days in June this year.
			他们终于在漫长的讨论之后得出了一个计划。		They came up with a plan after a long discussion.
			他们抵御入侵者，保卫了国家。		They defended their country against the invaders.
			这朵花是所有花中最漂亮的。		This flower is the most beautiful of all flowers.
			这就是那个作家自杀的房间。		This is the room where the author killed himself.
			这台琴应该好多年没调过音了。		This piano has probably not been tuned for years.
			汤姆和玛丽去了镇上最好的饭店。		Tom and Mary went to the best restaurant in town.
			汤姆鼓励玛丽学着说法语。		Tom encouraged Mary to learn how to speak French.
			汤姆最近压力特别大。		Tom has been under a great deal of strain lately.
			汤姆是等了最长时间的人。		Tom is the one that has been waiting the longest.
			汤姆经常在孩子们不在家时阅读。		Tom often reads when his children aren't at home.
			汤姆说一年中这时候波士顿很冷。		Tom said it was cold in Boston this time of year.
			汤姆说他不认为你应该那么做。		Tom said that he didn't think you should do that.
			汤姆说他不知道为什么玛莉去了波士顿。		Tom says he doesn't know why Mary went to Boston.
			汤姆说他不觉得玛丽要去做那件事。		Tom says he doesn't think Mary needed to do that.
			汤姆试图去追上玛丽，但是他没成功。		Tom tried to catch up with Mary, but he couldn't.
			汤姆希望他没有从玛丽那里借书。		Tom wished he hadn't borrowed the book from Mary.
			汤姆不到最后不会知道你做了什么。		Tom won't even know what you did until it's over.
			试着用积极的态度去面对任何事情。		Try to have a positive attitude about everything.
			友谊紧紧联系着我们。		We are bound to each other by a close friendship.
			我们在市场上买了些蔬菜和鱼。		We bought some vegetables and fish at the market.
			我们必须在周二早上之前完成所有事情。		We must finish everything before Tuesday morning.
			我们应该禁止针对儿童的广告。		We should ban advertising aimed towards children.
			听讲座时，你应该保持安静。		When listening to a lecture, you should be quiet.
			我妈年轻的时候非常漂亮。		When my mother was young, she was very beautiful.
			你到底为什么把你新建的房子卖了？		Why on earth did you sell your newly-built house?
			您对我说的话有什么要补充的吗？		Would you like to add anything to what I've said?
			你有权使用旅馆的游泳池。		You are allowed to use the hotel's swimming pool.
			你可以隨你高興的用你的錢。		You are free to do as you please with your money.
			你比你妹妹起得晚，不是么？		You don't get up as early as your sister, do you?
			你可以拿大的盒子或是小的盒子。		You may take either the big box or the small one.
			你应该告诉汤姆你可能会迟到。		You ought to tell Tom that you'll likely be late.
			你还以为我不需要那么做，不是吗？		You thought I didn't need to do that, didn't you?
			你还以为我作罢了，不是吗？		You thought I was through doing that, didn't you?
			您很容易就能看出区别。		You'll be able to see the difference very easily.
			你们很容易就能看出区别。		You'll be able to see the difference very easily.
			你要拿驾照还太年轻了。		You're still too young to get a driver's license.
			你是决定做这个工作的那个人，对吗？		You're the one who decided to do this job, right?
			“为什么你不来？”“因为我不想。”		"""Why aren't you going?"" ""Because I don't want to."""
			很多人都跟我說要我休假。		A good many people have told me to take a holiday.
			绿色的毯子和这条蓝色的帘子不配。		A green carpet will not go with this blue curtain.
			一个拄着拐杖的年轻女孩问汤姆他住在哪里。		A young girl on crutches asked Tom where he lived.
			这些年空气质量恶化了。		Air quality has deteriorated these past few years.
			雖然我很累，但是我已經做了我能做的了。		Although I was tired, I did what I was able to do.
			你所说的一切都将成为呈堂证供。		Anything you say can be used against you in court.
			当更多的纸币投入使用，价格就下跌了。		As more paper money came into use, the value fell.
			天一黑，就会开始放焰火了。		As soon as it gets dark, the fireworks will start.
			周三你可以载我到办公室吗？		Can you give me a ride to the office on Wednesday?
			你能告诉我最近的古玩店在哪里吗？		Can you tell me where the nearest antique shop is?
			离开房间时，不要留灯。		Don't leave the lights on when you leave the room.
			几十个年轻人参加了示威游行。		Dozens of young people attended the demonstration.
			每次他来这里点一样的菜。		Every time he comes here, he orders the same dish.
			给他讲解一下你的困境。		Explain to him the difficult situation you are in.
			他先清洗了伤口，再绑上绷带。		He cleansed the wound before putting on a bandage.
			他试图游过河，但是失败了。		He failed in his attempt to swim across the river.
			他忙着准备入学考试。		He is busy preparing for the entrance examination.
			他强调了教育的重要性。		He placed emphasis on the importance of education.
			他学英语，但他也学德语。		He studies English, but he's also studying German.
			他给我们讲了一个有趣的故事，我们都笑了起来。		He told us such a funny story that we all laughed.
			他的低薪水让他买不了房。		His low salary prevents him from buying the house.
			乘机场大巴去机场要多久？		How long does the airport bus take to the airport?
			我避免跟老闆討論箇人話題。		I avoid discussing personal subjects with my boss.
			我无法相信汤姆真的打算做这事儿。		I can't believe Tom is really planning to do this.
			我不明白为什么你这么批评他。		I can't understand why you are so critical of him.
			我不禁想我的儿子一直都在生。		I cannot help thinking that my son is still alive.
			汤姆的勇气给我留下了深刻印象。		I couldn't help but be impressed by Tom's courage.
			我不知道汤姆会告诉我们该怎么做。		I didn't know Tom was going to tell us what to do.
			我不信任汤姆而且汤姆也不信任我。		I didn't trust Tom and he didn't trust me, either.
			我认为我没犯任何严重的错误。		I don't think I've ever made any serious mistakes.
			我不想再听你抱怨了。		I don't want to hear any more of your complaining.
			今晚我非常享受和你的聊天。		I enjoyed talking with you this evening very much.
			我一点都不知道这会给你带来那么多问题。		I had no idea it would put you to so much trouble.
			我讨厌别人让我等很久。		I hate when other people make me wait a long time.
			我有一位朋友，他的父親是著名小說家。		I have a friend whose father is a famous novelist.
			我必须去睡觉了！我明天早上有课。		I have to get to sleep! I've got classes tomorrow.
			我有两条狗。一条是白色的，另一条是黑色的。		I have two dogs. One is white and the other black.
			我知道該走了，但我想留久一點。		I know it's time to go, but I want to stay longer.
			我碰到一个对能剧感兴趣的美国人。		I met an American who was interested in Noh plays.
			我枪杀了那匹马，因为他已呼吸困难。		I shot the horse because it had trouble breathing.
			我叫她不要松开绳子，但是她做了。		I told her not to let go of the rope, but she did.
			我理所当然地觉得，他会通过考试。		I took it for granted that he would pass the exam.
			我想延长这里的住宿多几天。		I want to extend my stay here for a few more days.
			我恐怕我給你找的工作不輕鬆。		I'm afraid the job I've got for you won't be easy.
			我不是在跟你說話，我在跟猴子說話。		I'm not talking to you. I'm talking to the monkey.
			觉得汤姆肥的人不止我一个。		I'm not the only one who thinks Tom is overweight.
			我很惊讶，你家居然有辆日本车。		I'm surprised that your family has a Japanese car.
			如果那个男人再犯一个错误，我就开除他。		If that man makes one more mistake, I'll fire him.
			这样做你能节约几个小时。		If you do it this way, you can save several hours.
			如果你真的想知道的话，为什么不问一下汤姆呢？		If you really want to know, why don't you ask Tom?
			要是你不在听广播的话，就关掉它。		If you're not listening to the radio, turn it off.
			我们可以在大楼里拍照吗？		Is it all right to take pictures in this building?
			她确实很漂亮，但她很自私。		It is true that she is pretty, but she is selfish.
			我突然想到，他可能在图书馆。		It occurred to me that he might be in the library.
			看来她已经收到了钱。		It seemed that she had already received the money.
			听起来好像他是这场灾难的罪魁祸首。		It sounds as if he were to blame for the disaster.
			我今天早上起来的时候雨下得很大。		It was raining heavily when I got up this morning.
			我和汤姆都不愿意冒这个险。		It's a risk that Tom and I aren't willing to take.
			天变暗了。我不知道是不是要下雨。		It's getting dark. I wonder if it's going to rain.
			木星是太陽系中最大的行星。		Jupiter is the largest planet in the Solar System.
			适度的运动让身心焕然一新。		Moderate exercise will refresh both mind and body.
			我的生意终于走上了正轨。		My business has at last gotten on the right track.
			我的生意終於上了軌道。		My business has at last gotten on the right track.
			我妹妹的英语有了明显的进步。		My sister has made remarkable progress in English.
			我老婆在附近的超市买蔬菜。		My wife buys vegetables from a supermarket nearby.
			在去剧院的路上，我看到了一起车祸。		On my way to the theater I saw a traffic accident.
			这次交通事故中只有一个小男孩幸存了下来。		Only one little boy survived the traffic accident.
			现在的人教育程度比以前高得多。		People are more educated now than they used to be.
			科学家们正努力终结艾滋病。		Scientists are working hard to put an end to AIDS.
			她總是讓自己的小孩做自己想做的事。		She always lets her children do what they want to.
			她几乎没有说完话，就被他打断了。		She had scarcely finished speaking when he cut in.
			她帮她爸爸干了花园里的活。		She helped her father with the work in the garden.
			她告诉我她妈妈买给她了。		She told me that her mother had bought it for her.
			她上飞机前，给我招了招手。		She waved at me before she got on board the plane.
			有些人说日本是个男性统治的社会。		Some people say Japan is a male-dominated society.
			为了不感冒，请带上这件毛衣。		Take a sweater with you so you don't catch a cold.
			这不是汤姆要做那件事的主要原因。		That wasn't the main reason Tom needed to do that.
			我用了比我预期更长的时间来完成作业。		The assignment took me longer than I had expected.
			隔壁的男孩常常晚回家。		The boy who lives next door often comes home late.
			住在隔壁的男孩常常很晚回来。		The boy who lives next door often comes home late.
			在巴黎待得越久，我就越喜欢巴黎。		The longer I stayed in Paris, the more I liked it.
			那个团体为难民们提供食品供给。		The organization furnished the refugees with food.
			流经伦敦的河是泰晤士河。		The river that flows through London is the Thames.
			这场谈论即将对污染问题展开讨论。		The talks will deal with the problem of pollution.
			火山突然喷发，造成了多人死亡。		The volcano erupted suddenly, killing many people.
			总有一些人不讲理。		There are always some people who are unreasonable.
			这家里应该没有男人才对。		There aren't supposed to be any men in this house.
			五岁以下的小孩票价全免。		There is no admission fee for children under five.
			除了汤姆和玛丽，房间里没有人。		There was no one in the room besides Tom and Mary.
			他们不是在打架，而是在排练戏剧。		They aren't quarreling, but are rehearsing a play.
			我第一次知道这个网站。		This is the first time I've heard of this website.
			这是我所见过的最大型的构造了。		This is the most massive structure I've ever seen.
			这个理论对我来说太难了，理解不了。		This theory is too difficult for me to comprehend.
			汤姆和玛丽都会没事的，对吗？		Tom and Mary are both going to be OK, aren't they?
			汤姆因为有很多作业不能外出。		Tom can't go out because he has a lot of homework.
			汤姆不认为有人会认出玛丽。		Tom didn't think that anyone would recognize Mary.
			汤姆不理解玛丽想说什么。		Tom doesn't understand what Mary is trying to say.
			汤姆预感到玛丽在见别人。		Tom had a hunch that Mary was seeing someone else.
			汤姆在公园的长椅上坐了将近三个小时。		Tom sat on that park bench for nearly three hours.
			汤姆应该用别的方式处理这状况。		Tom should have handled the situation differently.
			汤姆告诉玛丽雪可能会下一整天。		Tom told Mary that it would probably snow all day.
			汤姆说过，如果我想要的话他可以把这本书给我。		Tom told me he'd give me that book if I wanted it.
			汤姆告诉我他明天不来上学。		Tom told me that he won't come to school tomorrow.
			汤姆醉得连我都认不出来了。		Tom was so drunk that he didn't even recognize me.
			汤姆不敢再到这里露面。		Tom wouldn't dare show his face around here again.
			两个男人在检查汽车出了什么故障。		Two men are checking on what's wrong with the car.
			很抱歉，我们不能接受你的要求。		We are sorry we are unable to accept your request.
			我们应该告诉孩子怎么保护自己。		We should tell children how to protect themselves.
			我们起得很早为了看到日出。		We woke up very early in order to see the sunrise.
			我们要快点处理这问题。		We've got to do something about this problem soon.
			如果你有一万美元，你想做什么呢？		What would you do if you had ten thousand dollars?
			你记事情的能力并不比我好多少。		You are no better at remembering things than I am.
			你似乎并不像汤姆看起来那样害怕。		You don't seem to be as afraid as Tom seems to be.
			你要注意不要太自信。		You should be careful not to become overconfident.
			你想通过做那件事而得到原谅是吗？		You want to be excused from doing that, don't you?
			你最好立刻去看你的家庭醫生。		You'd better go to see your family doctor at once.
			你会发现难以满足她。		You'll find it difficult to meet her requirements.
			你工作太勤奋了。休息一会吧。		You're working too hard. Take it easy for a while.
			你去哪儿了？我去了理发店。		"""Where have you been?"" ""I've been to the barber's."""
			学术造假比你想象的普遍。		Academic fraud is more common than you might think.
			你只要说句话，我就走。		All you have to do is say the word, and I'll leave.
			你的意思是你不想去汤姆的派对？		Are you saying you don't want to go to Tom's party?
			他一坐下，就拿起了電話。		As soon as he sat down, he picked up the telephone.
			汤姆告诉你他昨天为什么不去学校了吗？		Did Tom tell you why he wasn't at school yesterday?
			汤姆昨天告诉你他为什么不去学校了吗？		Did Tom tell you why he wasn't at school yesterday?
			除非你有什么值得说的话要说，否则就别吭声。		Don't speak unless you have something worth saying.
			在光滑的路上开车会导致车祸。		Driving on a slippery road can lead to a car wreck.
			大象是如今现存的陆生动物里最大的。		Elephants are the largest land animals alive today.
			我每次去他家，他都不在家。		Every time I went to his house, he was not at home.
			他没有接电话，所以我给他发了封邮件。		He didn't answer the phone, so I sent him an email.
			他把一百万美元分给他五个儿子。		He divided one million dollars among his five sons.
			他无权干涉我们的家庭事务。		He has no right to interfere in our family affairs.
			不提英语，他还会说德语和法语。		He knows German and French, not to mention English.
